Project_Name,First_File_Document_ID,First_File_URL,First_File_Type,Total_Documents_in_Project,Other_Documents_Count,Other_Document_Types,Other_Document_IDs,Sector
"Zvyšovanie úžitkovej hodnoty digitálnych služieb pre občanov, podnikateľov a inštitúcie verejnej správy",2.008,https://www.mfsr.sk/files/archiv/uhp/3370/76/Stanovisko_UPVS_UHP_180418.pdf,analýza,1,0,None,None,Informatizacia
Zvýšenie kapacity vládneho cloudu v Datacentre Kopčianska,2.032,https://www.mfsr.sk/files/archiv/3/IaaS_Kopc_UHP_hodnotenie_20190611.pdf,analýza,1,0,None,None,Informatizacia
Zvýšenie kapacity vládneho cloudu v Datacentre Kopčianska (aktualizácia),2.055,https://www.mfsr.sk/files/archiv/2/Hodnotenie_aktualizacia_kopcianska_20221004.pdf,analýza,1,0,None,None,Informatizacia
Zvýšenie kapacity vládneho cloudu v Datacentre Tajov,2.042,https://www.mfsr.sk/files/archiv/65/IaaS_Tajov_UHP_hodnotenie_200122.pdf,analýza,1,0,None,None,Informatizacia
Zvýšenie kybernetickej bezpečnosti samospráv do 6 000 obyvateľov,2.081,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/hodnotenie_uhp_dcom.pdf,hodnotenie,1,0,None,None,Informatizacia
Zvýšenie majetkovej účasti štátu v Exportno-importnej banke Slovenskej republiky,5.012,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/ostatne/hodnotenie_zvysenie-majetkovej-ucasti-statu-exportno-importnej-banke-slovenskej-republiky.pdf,hodnotenie,2,1,štúdia uskutočniteľnosti,5.017,Ostatne
Zvýšenie priepustnosti trate Bratislava – Dunajská Streda – Komárno (doplnenie),1.115,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/doprava/hodnotenie_bratislava_dunajska-streda_komarno.pdf,hodnotenie,1,0,None,None,Doprava
eCommerce - Zásielky nízkej hodnoty,2.044,https://www.mfsr.sk/files/archiv/88/eCommerce_201203_web.pdf,analýza,1,0,None,None,Informatizacia
eSKa Cloud (aktualizácia),2.076,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/aktualizacia_hodnotenia_eska-cloud_mirri.pdf,hodnotenie,1,0,None,None,Informatizacia
Úrad vlády SR - Rekonštrukcia kaštieľa v Rusovciach,3.038,https://www.mfsr.sk/files/archiv/uhp/3370/76/Stanovisko-Rekonstrukcia-kastiela-Rusovciach.pdf,stanovisko,1,0,None,None,Budovy
Úrad vlády SR - Rekonštrukcia kaštieľa v Rusovciach (Aktualizované hodnotenie),3.039,https://www.mfsr.sk/files/archiv/46/rusovce_stanovisko_UHP_20200109c.pdf,stanovisko,1,0,None,None,Budovy
"Štúdia uskutočniteľnosti I/64 Topoľčany – Žilina, úsek Porúbka - Lietavská Lúčka, obchvat",1.057,https://www.mfsr.sk/files/archiv/84/hodnotenie_vfm_I64_Lietavska-Lucka_20220518.pdf,analýza,1,0,None,None,Doprava
ŽSR - Zriadenie a prevádzkovanie kontrolných bodov,1.071,https://www.mfsr.sk/files/archiv/43/Hodnotenie_ChPs_20221123.pdf,analýza,1,0,None,None,Doprava
ŽSR Zvýšenie priepustnosti trate Bratislava - Dunajská Streda - Komárno,1.056,https://www.mfsr.sk/files/archiv/78/Hodnotenie-ZSR-Zvysenie-priepustnosti-BA-DS-KN_20220429.pdf,analýza,1,0,None,None,Doprava
"ŽSR, Elektrifikácia a optimalizácia trate Zvolen - Fiľakovo",1.035,https://www.mfsr.sk/files/archiv/27/stanovisko_ELZVFIL_20201127.pdf,analýza,1,0,None,None,Doprava
"ŽSR, Elektrifikácia trate Haniska – Veľká Ida – Moldava nad Bodvou mesto",1.014,https://www.mfsr.sk/files/archiv/28/stanovisko_Haniska_UHP.pdf,analýza,1,0,None,None,Doprava
"ŽSR, Modernizácia koridoru, štátna hranica ČR/SR – Čadca – Krásno nad Kysucou - aktualizácia hodnotenia",1.051,https://www.mfsr.sk/files/archiv/25/KnK_Cadca_hranicaSR_akt_20220111_st.pdf,analýza,1,0,None,None,Doprava
"ŽSR, Modernizácia koridoru, štátna hranica ČR/SR – Čadca – Krásno nad Kysucou časť: Hranica SR/ČR – Čadca (mimo)",1.021,https://www.mfsr.sk/files/archiv/44/Cadca_hranicaSR_CEF_uhp_20200407_web.pdf,analýza,1,0,None,None,Doprava
"ŽSR, Modernizácia koridoru, štátna hranica ČR/SR – Čadca – Krásno nad Kysucou časť: Krásno nad Kysucou - Čadca (vrátane)",1.042,https://www.mfsr.sk/files/archiv/78/KnK_Cadca_hranicaSR_uhp_20210707.pdf,analýza,1,0,None,None,Doprava
"ŽSR, Optimalizácia trate Prievidza – Jelšovce",1.033,https://www.mfsr.sk/files/archiv/68/Hodnotenie_PD_JE_201111.pdf,analýza,2,1,štúdia uskutočniteľnosti,1.116,Doprava
"ŽSR, dostavba zriaďovacej stanice Žilina-Teplička a nadväzujúcej železničnej infraštruktúry v uzle Žilina",1.011,https://www.mfsr.sk/files/archiv/43/Hodnotenie_UzolZA_20190305.pdf,analýza,1,0,None,None,Doprava
ŽSR: Elektrifikácia trate Bánovce nad Ondavou - Humenné,1.037,https://www.mfsr.sk/files/archiv/68/Hodnotenie_ZSR_ELBAHU_20210311.pdf,analýza,1,0,None,None,Doprava
​​Rozširovanie riadenia IT aktív – ITAM 2.0​,2.083,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/it/rozsirovanie-riadenia-it-aktiv-itam-2-0_hodnotenie-uhp-2024.pdf,hodnotenie,1,0,None,None,Informatizacia
